Area,Location,Rent (RM/month),Headline,Link
Kuala Lumpur,Jalan Genting Klang,580,Middle room for rent at Bennington Residences prefer  👩female,https://my.roomz.asia/882391
Kuala Lumpur,Kepong,750,Middle room for rent at Fortune Perdana,https://my.roomz.asia/871310
Kuala Lumpur,Titiwangsa Sentral,800,Middle room for rent at Titiwangsa Sentral Condominium,https://my.roomz.asia/882337
Kuala Lumpur,Titiwangsa Sentral,800,1 Month deposit Furnished Middle room for rent at Titiwangsa Sentral Condominium,https://my.roomz.asia/882336
Kuala Lumpur,Titiwangsa Sentral,900,1 Month deposit Furnished Middle room for rent at Vue Residence,https://my.roomz.asia/882335
Selangor,Petaling Jaya,750,PJ Room with private 🛁bathroom & Fully Furnished,https://my.roomz.asia/892506
Selangor,Shah Alam,600,Middle room for rent at Residensi Hijauan (The Greens),https://my.roomz.asia/892486
Selangor,Bandar Sunway,950,NEW TRENDING ROOM RENT OUT AT BANDAR SUNWAY,https://my.roomz.asia/892484
Selangor,Shah Alam,350,Middle room for rent at Pangsapuri Rimba Jaya Blok A,https://my.roomz.asia/892482
Selangor,Shah Alam,820,Master room with private toilet for rent at Residensi Hijauan (The Greens),https://my.roomz.asia/872521
Selangor,Petaling Jaya,880,"【Low Deposit Package🔥】Master room for rent at Kota Damanasara, Casa Residenza.",https://my.roomz.asia/879946
Selangor,Petaling Jaya,530,Middle room for rent at Petaling Jaya,https://my.roomz.asia/892474
Selangor,Shah Alam,499,"⭐️ Shared Room for Rent🆓💧🌐🧹 @near UOW,MSU, Shah Aalm",https://my.roomz.asia/885306
Selangor,Bandar Mahkota Cheras,700,"Master room, King Bed, Free Unifi, Utility, Aircond, Chinese Female",https://my.roomz.asia/857403
Selangor,Bandar Sunway,590,ATTENTION !!! RM 590 rental FIVE STAR ROOM at Sunway 🥰 Co living Hotel Room For Rent 🥰,https://my.roomz.asia/892364
Selangor,Ara Damansara,650,"SINGLE BEDROOM, PACIFIC PLACE, Walking distance to LRT station.🚇 Kelana jaya, kerinchi, KL sentral, Abdullah hukum.",https://my.roomz.asia/875584
Selangor,Petaling Jaya,690,"Exclusive Fully Furnished Medium Room @ Palm Spring, Kota Damansara",https://my.roomz.asia/892360
Selangor,Petaling Jaya,800,"Exclusive Fully Furnished Master Room @ Palm Spring, Kota Damansara with private bathroom",https://my.roomz.asia/892359
Selangor,Shah Alam,850,Shah Alam 💥 Premium Modern Design Middle Bedroom for RENT [FREE Utilities & WIFI 🔥] ,https://my.roomz.asia/892358
Selangor,Selangor,540,Single room for rent at UniVillage with private 🛁bathroom,https://my.roomz.asia/892272
Selangor,Subang Jaya,850,Chinese House Fully Furnished Medium Linked Bathroom @ PJS 9/18 Bandar Sunway,https://my.roomz.asia/886167
Selangor,Seri Kembangan,650,"Middle room with bathroom for rent at Sfera Residence , Seri Kembangan / Taman Equine / IOI Mall / Balakong / Bukit Jalil / Sri Petaling / Puchong / Subang / UPM",https://my.roomz.asia/886638
Selangor,Taman Equine,900,"Master room with private bathroom for rent at Equine Residence , Seri Kembangan / Taman Equine / IOI Mall / Balakong / Bukit Jalil / Sri Petaling / Puchong / Subang / UPM",https://my.roomz.asia/886645
Selangor,Cyberjaya,500,Single room for rent at Cyberjaya,https://my.roomz.asia/852539
Selangor,Cyberjaya,400,Middle Room at Cyberjaya,https://my.roomz.asia/796525
Selangor,Seri Kembangan,700,"[👩🏻Female Unit] 🏠Astetica Residences @The Mines, Sri Kembangan [Medium Room]",https://my.roomz.asia/892047
Selangor,Petaling Jaya,760,Middle room for rent at Palm Spring @ Damansara,https://my.roomz.asia/890142
Selangor,Petaling Jaya,580,Single room for rent at Palm Spring @ Damansara,https://my.roomz.asia/890141
Selangor,Petaling Jaya,630,Single room for rent at Casa Residenza Name Statue,https://my.roomz.asia/890140
Selangor,Petaling Jaya,530,Single room for rent at Casa Residenza Name Statue,https://my.roomz.asia/890139
Selangor,Petaling Jaya,750,Near to MRT!! Middle room for rent at Casa Residenza Name Statue,https://my.roomz.asia/890097
Selangor,Petaling Jaya,630,Middle room for rent at Palm Spring @ Damansara,https://my.roomz.asia/858694
Selangor,Petaling Jaya,1360,Master room for rent at SS2 with private 🛁bathroom prefer  👩female 🎓student,https://my.roomz.asia/882271
Selangor,Petaling Jaya,580,Single room for rent at Palm Spring @ Damansara prefer  👩female,https://my.roomz.asia/891771
Selangor,Subang Jaya,1200,"Brand New Medium Room with private Bathroom@ Indera Condo, Usj 6 ",https://my.roomz.asia/866830
Selangor,Subang Jaya,800,"Beautiful Single Room with Private Bathroom @ Indera Condo Subang , Usj 6",https://my.roomz.asia/866372
Selangor,Subang Bestari,650,1 +1Deposit Subang Bestari Fully Furnished Room near Subang Airport,https://my.roomz.asia/891695
Selangor,Petaling Jaya,1000,Master room for rent at Jalan SS 22/31 with private 🛁bathroom,https://my.roomz.asia/861814
Selangor,Bukit Puchong,750,Middle room for rent at Ohako Residence @ Puchong Jaya,https://my.roomz.asia/891659
Selangor,Damansara Perdana,650,Rooms for rent at Metropolitan Square Condominium,https://my.roomz.asia/889597
Selangor,Damansara Perdana,550,Single room for rent at Metropolitan Square Condominium,https://my.roomz.asia/890037
Selangor,Bukit Puchong,450,"MEDIUM ROOM TINGGAL 1 SAHAJA LAGI !! Puchong Utama (IOI Mall Puchong, Tesco Mall, USJ dan Pasar Borong Serdang)",https://my.roomz.asia/889219
Selangor,Shah Alam,850,"PROMOTION!!!! HIGH SPEED INTERNET middle room at Menara U2 Shah Alam, Seksyen 13",https://my.roomz.asia/891639
Selangor,Shah Alam,550,"PROMOTION!!!! HIGH SPEED INTERNET single room at Menara U2 Shah Alam, Seksyen 13",https://my.roomz.asia/891636
Selangor,Taman Equine,720,"Brand New Middle room for rent at Equine Residence, next to Aeon Taman Equine",https://my.roomz.asia/891633
Selangor,Shah Alam,600,"PROMOTION!!!! HIGH SPEED INTERNET single room for rent at Arte Shah Alam, Seksyen 13",https://my.roomz.asia/889800
Selangor,IOI City Mall,550,Pusat Bandar Puchong ( Opposite Setia Walk),https://my.roomz.asia/871409
Selangor,IOI City Mall,600,Pusat Bandar Puchong ( Opposite Setia Walk) ,https://my.roomz.asia/884373
Selangor,Petaling Jaya,550,Pelangi Damansara Condo Medium Room RM550 (Female Only),https://my.roomz.asia/891625
Selangor,Bandar Sunway,1300,End-Suite Room for Rent at Nadayu28 Residen,https://my.roomz.asia/805064
Selangor,Petaling Jaya,700,Middle room for rent at Kelana Mahkota Condominium,https://my.roomz.asia/891533
Selangor,Petaling Jaya,700,Master room for rent at Sunway Mentari with private 🛁bathroom,https://my.roomz.asia/891528
Selangor,Shah Alam,699,"✨Premium Private Bedroom for RENT in Shah Alam Utropolis✨near KDU💥  Paramount Utropolis @ Glenmarie, Shah Alam",https://my.roomz.asia/878456
Selangor,Shah Alam,749,POOL VIEW HOTTEST ROOM 🛌FOR RENT IN SHAH ALAM AT PARAMOUNT UTROPOLIS GLENMARIE,https://my.roomz.asia/875753
Selangor,Shah Alam,950,🛌IKEA Furnitures Master Bedroom Twin Beds with 🛁Private Bathroom🤩 In Shah Alam Paramount Utropolis,https://my.roomz.asia/879323
Kuala Lumpur,Kuala Lumpur,1100,Middle room for rent at KLCC,https://my.roomz.asia/882334
Kuala Lumpur,Kuala Lumpur,1400,Fully Furnished 1 Month Deposit Master room with private bathroom for rent at KLCC,https://my.roomz.asia/882333
Kuala Lumpur,Cheras,450,"Room at UCSI North Wing Taman Taynton View, Cheras (Inclusive WiFi & Utilities)",https://my.roomz.asia/882229
Kuala Lumpur,Sentul,450,Clean room for rent at Zeta Deskye Residence,https://my.roomz.asia/853141
Kuala Lumpur,Prima Setapak,620,Fully Furnished Single Room Prima Setapak Condo [Near LRT + Free WIFI/Utilities/Cleaning]	,https://my.roomz.asia/845399
Kuala Lumpur,Bukit Jalil,500,Middle room for rent at Vista Komanwel C,https://my.roomz.asia/882215
Kuala Lumpur,Bukit Jalil,500,Middle room for rent at Vista Komanwel C,https://my.roomz.asia/882213
Kuala Lumpur,Mont Kiara,1200,Middle room for rent at Savio Riana Dutamas with private 🛁bathroom prefer  👩female,https://my.roomz.asia/882205
Kuala Lumpur,Danau Kota,500,Female unit @ PV16 Medium Room,https://my.roomz.asia/881329
Kuala Lumpur,Danau Kota,550,Single Room @ PV15 Setapak ,https://my.roomz.asia/881330
Kuala Lumpur,Maluri,750," Big Room C/W Bed, For Rent at Vistaria Residensi, Taman Pertama (Walking Distance to Taman Pertama MRT)",https://my.roomz.asia/872877
Kuala Lumpur,Maluri,600,Single Room C/W Bed For Rent at Shamelin Star,https://my.roomz.asia/872878
Kuala Lumpur,Maluri,600,Medium Room C/W Bed For Rent at D'alamanda Condo (Near Maluri LRT/MRT Station) (Walking Distance to Sunway Velocity & AEON Maluri),https://my.roomz.asia/803497
Kuala Lumpur,Maluri,750,"Fully Furnished Apartment Single Room For Rent At Taman Maluri, Cheras",https://my.roomz.asia/882122
Kuala Lumpur,Maluri,650,"Single Room C/W Bed, For Rent at Amaya Maluri (Near Maluri MRT/LRT) (Walking Distance to Sunway Velocity & AEON Maluri)",https://my.roomz.asia/812475
Kuala Lumpur,Maluri,700,"Medium Room C/W Bed, For Rent at Amaya Maluri (Near Maluri MRT/LRT) (Walking Distance to Sunway Velocity & AEON Maluri)",https://my.roomz.asia/792981
Kuala Lumpur,Cheras,750,"Medium Room C/W Bed, For Rent at Vistaria Residensi, Taman Pertama (Walking distance to Taman Pertama MRT) ",https://my.roomz.asia/793435
Kuala Lumpur,Cheras,500,"Single Room C/W Bed For Rent, D'alamanda Condo (Near Maluri LRT/MRT Station) (Walking Distance to Sunway Velocity & AEON Maluri)",https://my.roomz.asia/792983
Kuala Lumpur,Cheras,300,Single room for rent at Alam Damai,https://my.roomz.asia/882103
Kuala Lumpur,Solaris Mont Kiara,1200,Master room for rent at Aston Kiara 3 Mont Kiara with private 🛁bathroom prefer  👩female,https://my.roomz.asia/882099
Kuala Lumpur,Desa Petaling,350,Single room for rent at Pangsapuri Jati Selatan prefer  👩female,https://my.roomz.asia/882090
Kuala Lumpur,Desa Petaling,450,Middle room for rent at Pangsapuri Jati Selatan prefer  👩female,https://my.roomz.asia/882088
Kuala Lumpur,Desa Petaling,450,Middle room for rent at Pangsapuri Jati Selatan prefer  👩female,https://my.roomz.asia/882087
Kuala Lumpur,Bukit Bintang,1200,Studio room for rent at Asia Like Boutique Hotel with private 🛁bathroom,https://my.roomz.asia/882059
Kuala Lumpur,KLCC,1250,Private Room for rent at Vortex@KLCC,https://my.roomz.asia/880830
Kuala Lumpur,Brickfields,610,"Room for Rent at Mansion Sentral, KL",https://my.roomz.asia/880826
Kuala Lumpur,Kuala Lumpur,1100,"Middle room with Attached Bathroom for rent at Taragon Puteri Yks with private 🛁bathroom GOOD Price KLCC, Megan Avenue II, Megan Avenue I, Tokiomarine, Hamshpire Palace, Intermark, KLCC !!!",https://my.roomz.asia/820142
Kuala Lumpur,Sri Petaling,600,Master room for rent at 8 Petaling Condominium with private 🛁bathroom,https://my.roomz.asia/882051
Kuala Lumpur,Sri Petaling,1000,Master room for rent at 8 Petaling Condominium with private 🛁bathroom,https://my.roomz.asia/882050
Kuala Lumpur,Chow Kit,600,[Fully Furnished] Medium room at Putra Court PWTC IUMW Segi Pavillion Sunway Putra Mall KL City Center,https://my.roomz.asia/882048
Kuala Lumpur,Chow Kit,500,[Fully Furnished] Single room at Putra Court PWTC IUMW Segi Pavillion Sunway Putra Mall KL City Center,https://my.roomz.asia/882047
Kuala Lumpur,Old Klang Road,1100,Master room for rent at Petalz Residences @ Old Klang Road with private 🛁bathroom,https://my.roomz.asia/882041
Kuala Lumpur,Old Klang Road,850,Middle room for rent at Petalz Residences @ Old Klang Road,https://my.roomz.asia/882040
Kuala Lumpur,Sri Petaling,430,Air Cond room Include Utility at Endah Regal Condominium Sri Petaling / Bukit Jalil nearby APU & IMU. ,https://my.roomz.asia/843419
Kuala Lumpur,Sri Petaling,500,Single room - Endah Regal Condominium Sri Petaling / Bukit Jalil nearby APU & IMU. Include Utility.,https://my.roomz.asia/816894
Kuala Lumpur,Setiawangsa,700,Middle room for rent at Seri Maya Condominium,https://my.roomz.asia/817996
Kuala Lumpur,Taman Wahyu,750,Middle room for rent at Eco Sky,https://my.roomz.asia/882009
Kuala Lumpur,Old Klang Road,650,Single room for rent at D'sands Residences,https://my.roomz.asia/879060
Kuala Lumpur,Old Klang Road,800,Middle room for rent at D'sands Residences,https://my.roomz.asia/879058
Kuala Lumpur,Taman Connaught,650,Single room for rent at Maxim Residences,https://my.roomz.asia/878789
Kuala Lumpur,Taman Connaught,750,Middle room for rent at Maxim Residences,https://my.roomz.asia/878788
Kuala Lumpur,Wangsa Maju,770,"--𝐏𝐯𝟏𝟑/𝐏𝐯𝟏𝟱 𝐂𝐨𝐧𝐝𝐨 @ 𝐒𝐞𝐭𝐚𝐩𝐚𝐤 𝐊𝐋- 全新全包家私🔥【Aeon,MCD,Supermarket,711,99 market ,茶室，mamak】通通齐全！MASTER & BALCONY 马上入住🔥",https://my.roomz.asia/867424
Kuala Lumpur,Titiwangsa Sentral,850,🔥 Fully Furnished & Equipped Studio Room - TR Residence 🔥,https://my.roomz.asia/881958
Kuala Lumpur,Titiwangsa Sentral,995,🔥 Fully Furnished & Equipped Balcony Room - TR Residence 🔥,https://my.roomz.asia/881957
Kuala Lumpur,Titiwangsa Sentral,995,🔥 Fully Furnished & Equipped Middle Room - TR Residence 🔥,https://my.roomz.asia/881955
Kuala Lumpur,Titiwangsa Sentral,1295,🔥 Fully Furnished & Equipped Master Room - TR Residence 🔥,https://my.roomz.asia/881954
Kuala Lumpur,Chow Kit,850,Fully Furnished Middle Room at Villa Puteri 👩Female Unit,https://my.roomz.asia/881940
Kuala Lumpur,Kepong,550,Master room for rent at Kepong Baru with private 🛁bathroom,https://my.roomz.asia/881936
Kuala Lumpur,Bukit Jalil,500,"Bukit Jalil Vista Komanwel B -  Small Room ( IMU, APU ... )",https://my.roomz.asia/811485
Selangor,Ara Damansara,650,Medium room for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/875927
Selangor,Ara Damansara,580,Single room for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/854163
Selangor,Ara Damansara,650,Medium room for rent at Pacific Place @ Ara Damansara prefer  👩female,https://my.roomz.asia/875905
Selangor,Subang Jaya,850,"Low Deposit Medium Room For Rent @ Pjs , Bandar Sunway ",https://my.roomz.asia/868645
Selangor,Petaling Jaya,350,Middle room for rent at Sri Manja Court,https://my.roomz.asia/872583
Selangor,Kota Damansara,1300,Studio room for rent at Emporis Kota Damansara with private 🛁bathroom,https://my.roomz.asia/881891
Selangor,Kota Damansara,650,Hottest Emporis Damansara With Fully Furnished Room For Rent,https://my.roomz.asia/891502
Selangor,Bukit Puchong,450,Middle room for rent at Zen Residence,https://my.roomz.asia/863644
Selangor,Shah Alam,750,(UOW KDU Student/Worker 👨‍🎓) 🔥Middle Room 🔥w (A/C) @ Utropolis Glenmarie,https://my.roomz.asia/856088
Selangor,Subang Jaya,850,NEW Furnished (no partition) Master room for rent at Impian Meridian with private 🛁bathroom,https://my.roomz.asia/891474
Selangor,Cyberjaya,570,AFFORDABLE MASTER ROOM FOR RENT @CYBERJAYA WITH *TIME-LIMITED PROMO*,https://my.roomz.asia/867307
Selangor,Cyberjaya,470,AFFRODABLE SINGLE ROOM FOR RENT @CYBERJAYA WITH *TIME-LIMITED PROMO*,https://my.roomz.asia/867301
Selangor,Cyberjaya,400,AFFORDABLE MASTER ROOM FOR RENT @CYBERJAYA WITH *TIME-LIMITED PROMO*,https://my.roomz.asia/867311
Selangor,Cyberjaya,480,AFFORDABLE ROOM FOR RENT @CYBERJAYA WITH *TIME-LIMITED PROMO*,https://my.roomz.asia/867306
Selangor,Taman Tasik Prima,750,[Female Only Unit] Master room for rent at Elevia Residence,https://my.roomz.asia/891422
Selangor,Bandar Bukit Tinggi ,800,(Private Washroom) Super Big New Master Room - Female Unit,https://my.roomz.asia/890032
Selangor,Bandar Sunway,900,Designer Fully Furnished Room ,https://my.roomz.asia/871852
Selangor,Bukit Puchong,250,Affordable single room for rent at Zen Residence,https://my.roomz.asia/850892
Selangor,Bandar Mahkota Cheras,350,All Female Unit - Orkid Apartment Bandar Mahkota Cheras,https://my.roomz.asia/851088
Selangor,Bandar Sunway,550,All Inclusive PJS7 Sunway Court single room with 🛁bathroom,https://my.roomz.asia/851063
Selangor,Kota Damansara,1500,Studio room for rent at Emporis Kota Damansara with private 🛁bathroom,https://my.roomz.asia/891370
Selangor,Petaling Jaya,730,Single room for rent at Palm Spring @ Damansara,https://my.roomz.asia/890145
Selangor,Petaling Jaya,630,Single room for rent at Palm Spring @ Damansara,https://my.roomz.asia/890146
Selangor,Petaling Jaya,760,Middle room for rent at Palm Spring @ Damansara,https://my.roomz.asia/890147
Selangor,Kota Damansara,580,Single room for rent at Pangsapuri Salvia,https://my.roomz.asia/890149
Selangor,Petaling Jaya,930,Middle room for rent at Palm Spring @ Damansara with private 🛁bathroom,https://my.roomz.asia/890144
Selangor,Shah Alam,700,Deluxe Couple Room @ The Greens (Residensi Hijauan) FREE UTILITIES,https://my.roomz.asia/846314
Selangor,Shah Alam,700,Medium room at The Greens (Residensi Hijauan),https://my.roomz.asia/847053
Selangor,Puchong Jaya,700,【0 Deposit Package👍】Hotel Concept Rooms with Bathroom at Puchong Jaya,https://my.roomz.asia/884629
Selangor,Bandar Utama,550,Single room for rent at Pelangi Utama Block DEF,https://my.roomz.asia/891299
Selangor,Cyberjaya,450,"Cyberjaya Female Unit. 5mins to MMU, Tamarind Square ",https://my.roomz.asia/891297
Selangor,Subang Jaya,550,Single room for rent at Impian Meridian,https://my.roomz.asia/891294
Selangor,Subang Jaya,700,NEW Furnished (no partition) Middle room for rent at Impian Meridian,https://my.roomz.asia/891295
Selangor,Petaling Jaya,900,ZERO DEPOSIT🌈TWIN ROOM🌈 DAMANSARA INN 🌈,https://my.roomz.asia/887057
Selangor,Petaling Jaya,900,ZERO DEPOSIT🌈KING ROOM🌈 DAMANSARA INN🌈,https://my.roomz.asia/887056
Selangor,Subang Jaya,390,"Single room @ Mutiara Perdana (Near Taylor ,Sunway GEO ,Sunway Pyramid, Sunway Medical Center,PJ,Subang Jaya,Kelana Jaya)",https://my.roomz.asia/837674
Selangor,Bukit Puchong,600,[ Fully Furnished + AC Include ] Single room for rent at Taman Mas Sepang,https://my.roomz.asia/891293
Selangor,Subang Jaya,450,"Single Room With Window For Rent @ Pjs9 , Bandar Sunway ",https://my.roomz.asia/868648
Selangor,Petaling Jaya,800,Special Discount!!! Middle room for rent at Sunway with private 🛁bathroom,https://my.roomz.asia/891286
Selangor,Bukit Puchong,600,PROMO PRICE! Master room for rent at Bandar Puchong Jaya with private 🛁bathroom,https://my.roomz.asia/891282
Selangor,Subang Jaya,500,"Brand New Single Room For Rent @ Indera Condo , USJ 6",https://my.roomz.asia/873136
Selangor,Bandar Kinrara,350,Middle room for rent at Sri Manja Court,https://my.roomz.asia/872464
Selangor,Taman Tasik Prima,600,Middle room for rent at Elevia Residence,https://my.roomz.asia/891188
Selangor,Taman Tasik Prima,600,Middle room for rent at Elevia Residence,https://my.roomz.asia/891187
Selangor,Kota Damansara,1300,Studio room for rent at Emporis Kota Damansara with private 🛁bathroom,https://my.roomz.asia/891161
Selangor,Bandar Saujana Putra,500,Single room for rent at BSP21 prefer  👩female,https://my.roomz.asia/891150
Selangor,Ara Damansara,650,"SINGLE BEDROOM, Walking distance to LRT station.🚇 Kelana jaya, kerinchi, KL sentral, Abdullah hukum.",https://my.roomz.asia/859494
Selangor,Subang Jaya,600,Fully Furnished Medium Room Only 50m to BRT Station @ Casa Subang USJ 1,https://my.roomz.asia/889052
Selangor,Bandar Bukit Tinggi ,500,Single room for rent at Bukit Tinggi / Botanic / Bandar Puteri,https://my.roomz.asia/878900
Selangor,Bandar Saujana Putra,600,Middle room for rent at BSP21 prefer  👩female,https://my.roomz.asia/891112
Kuala Lumpur,Bukit Jalil,700,"Bukit Jalil Vista Komanwel C - Middle Room ( IMU, APU ... )",https://my.roomz.asia/789764
Kuala Lumpur,Segambut,1100,Master room for rent at United Point Residence with private bathroom,https://my.roomz.asia/852645
Kuala Lumpur,Segambut,800,Middle room for rent at United Point Residence ,https://my.roomz.asia/852753
Kuala Lumpur,Segambut,650,Single room for rent at United Point Residence,https://my.roomz.asia/852756
Kuala Lumpur,Segambut,950,Middle room for rent at United Point Residence with private bathroom,https://my.roomz.asia/852751
Kuala Lumpur,Bukit Jalil,700,~ Free Half Month ~Middle room for rent at Vista Komanwel A,https://my.roomz.asia/827582
Kuala Lumpur,Danau Kota,480,Single room for rent at PV20 Platinum Lake Condominium,https://my.roomz.asia/844214
Kuala Lumpur,Danau Kota,600,Single room for rent at PV20 Platinum Lake Condominium,https://my.roomz.asia/844758
Kuala Lumpur,Danau Kota,860,Middle room for rent at PV20 Platinum Lake Condominium,https://my.roomz.asia/847183
Kuala Lumpur,Kuala Lumpur,450,Single room for rent at Platinum Splendor Residensi Semarak prefer  👩female,https://my.roomz.asia/877724
Kuala Lumpur,Bukit Jalil,600,Middle room for rent at Arena Green Apartment,https://my.roomz.asia/881895
Kuala Lumpur,KLCC,1310,Master room for rent at Vortex KLCC with private 🛁bathroom,https://my.roomz.asia/835821
Kuala Lumpur,Bukit Bintang,550,BUKIT BINTANG - OPPOSITE ANGKASA IMPIANA 1 CONDO,https://my.roomz.asia/881886
Kuala Lumpur,Bukit Jalil,600,Single room for rent/Start from RM600/Puchong/Bukit Jalil/ easy access to Old Klang Road/Taman Kinrara,https://my.roomz.asia/855388
Kuala Lumpur,Sungai Besi,600,Single room for rent at Midfields Condominium prefer  👩female,https://my.roomz.asia/879477
Kuala Lumpur,Kepong,800,Middle room for rent at  prefer  🎓student,https://my.roomz.asia/879488
Kuala Lumpur,Titiwangsa Sentral,700,"Middle room at Titiwangsa Sentral, near HKL, 10 min to Bukit Bintang. Prefer  👩Female only",https://my.roomz.asia/872019
Kuala Lumpur,Old Klang Road,1000,Master room for rent at Petalz Service Residence with private 🛁bathroom_ Old Klang Road,https://my.roomz.asia/881866
Kuala Lumpur,Old Klang Road,550,OKR SMALL ROOM for rent at Petalz Residences @ Old Klang Road,https://my.roomz.asia/881865
Kuala Lumpur,Bukit Jalil,700,KIARA RESIDENCE MIDDLE ROOM AND MASTERROOM OPEN FOR RENT,https://my.roomz.asia/792595
Kuala Lumpur,Old Klang Road,600,PARKLANE OUG MANY ROOMS FOR RENT ( HOT ) ,https://my.roomz.asia/791226
Kuala Lumpur,Old Klang Road,650,PETALZ RESIDENT MANY ROOMS FOR RENT ( HOT ) ,https://my.roomz.asia/791222
Kuala Lumpur,Bandar Sri Permaisuri,550,Single room for rent at Seri Puteri Condominium with private 🛁bathroom,https://my.roomz.asia/881798
Kuala Lumpur,Brickfields,1300,💢Stress Everytime Get A Bad Housemate! No Share Room! You in A Right Way Now🦸‍♀️! 💺Fully Furnished Master Bedroom with Attached Bathroom🛀🏻!!,https://my.roomz.asia/881767
Kuala Lumpur,Brickfields,1150,Rent a Room WITHOUT Regrets!👏🏼 Rent premium rooms at Luxury condo with ZERO Deposit & Flexible Contract ! Enjoy 500mbps of FREE WiFi! 😈,https://my.roomz.asia/881765
Kuala Lumpur,Brickfields,1000,🧐Looking For A Luxury Place With Complete Furnished💡? 🧘🏻‍♀️Try Us Now! Single Room With Balcony ☁ At Villa Scott Condo,https://my.roomz.asia/881764
Kuala Lumpur,Kuala Lumpur,1300,Need a little change of mood? Rent Room with ZERO Deposit & Fully Furnished at Genting area! Free Room Switching over 800+ room & Filtered housemates! 😍 ,https://my.roomz.asia/881763
Kuala Lumpur,Kuala Lumpur,1000,❌NO SUCH ISSUE renting with us! Over 800+ rooms for you!! Fully Furnished room with FREE Daily Cleaning! You work 🧑🏻‍💻 We handle the mess! 💯,https://my.roomz.asia/881762
Kuala Lumpur,Kuala Lumpur,750,Starting new life in KL? Rent room from RM 700 at KLCC area with NO Deposit! Walking distance to Suria KLCC and KLCC Twin Tower! 🔥,https://my.roomz.asia/881761
Kuala Lumpur,Pudu,600,🤚🏻Stop Scroll!👇🏻 This Is The 😎Best Room Rent In Bukit Bintang Area! Cozy Single Room with Non-Sharing 🙌🏻At Pudu Plaza ,https://my.roomz.asia/881760
Kuala Lumpur,Kuala Lumpur,1100,🙌🏻Gender-Based Rooms! Female Unit! Girls Only💁🏻‍♀️ Stay On Budget but Safety Assured!💯 Rent All Girls Unit At KLCC Area From RM650!!,https://my.roomz.asia/881759
Kuala Lumpur,Kuala Lumpur,700,⚠️WARNING: Stop Scrolling⚠️ You need to read this if you still looking for the right room 🤯 This post is for you ⬇️⬇️⬇️ Single Room for Rent at Taragon Puteri YKS,https://my.roomz.asia/881758
Kuala Lumpur,Kuala Lumpur,800,Middle room for rent at Menara Menjalara Condominium,https://my.roomz.asia/881757
Kuala Lumpur,Kuala Lumpur,700,Single room for rent at Taragon Puteri Yks,https://my.roomz.asia/881754
Kuala Lumpur,Kuala Lumpur,600,Middle room for rent at ,https://my.roomz.asia/881711
Kuala Lumpur,Maluri,850,Master room for rent at M3 Manor Apartment 3 with private 🛁bathroom,https://my.roomz.asia/879085
Kuala Lumpur,Old Klang Road,700,Single room for rent at Petalz Residences @ Old Klang Road,https://my.roomz.asia/881695
Kuala Lumpur,Bukit Bintang,700,Single room for rent at  with private 🛁bathroom,https://my.roomz.asia/871257
Kuala Lumpur,Kuchai,600,FULLY FURNISHED SINGLE ROOM WITH SHARED BATHROOM FOR RENT AT – KUCHAI AVENUE SERVICED APARTMENT,https://my.roomz.asia/881689
Kuala Lumpur,Jalan Genting Klang,400,Single room for rent at PV20 Platinum Lake Condominium prefer  👩female,https://my.roomz.asia/881652
Kuala Lumpur,Bukit Jalil,700,Middle room for rent at Casa Green Bukit Jalil,https://my.roomz.asia/881628
Kuala Lumpur,Brickfields,1000,Middle room for rent at Villa Scott with Balcony at Affordable Pric !!!,https://my.roomz.asia/815143
Kuala Lumpur,Old Klang Road,800,Middle room for rent at D'sands Residences,https://my.roomz.asia/878794
Kuala Lumpur,Sri Petaling,460,Furnished Single room for rent at Sri Petaling,https://my.roomz.asia/812282
Kuala Lumpur,Kuchai,600,FULLY FURNISHED SINGLE ROOM WITH SHARED BATHROOM FOR RENT AT – KUCHAI AVENUE SERVICED APARTMENT,https://my.roomz.asia/881560
Kuala Lumpur,Taman Wahyu,600,Single room for rent at Lakeville Residence prefer  👩female,https://my.roomz.asia/881540
Kuala Lumpur,Cheras,500,Balakong Aircond Medium room-RM500-include unifi,https://my.roomz.asia/875539
Kuala Lumpur,Old Klang Road,950,SUPER LUXURY Master Bedroom ATTACHED Bathroom @Dsands Residence ,https://my.roomz.asia/872186
Kuala Lumpur,Cheras,700,Super COMFORT Middle Room @DAMAI HILLPARK ,https://my.roomz.asia/875979
Kuala Lumpur,Old Klang Road,790,"【ZERO DEPOSIT, Include Utility, WIFI, Cleaning】MiddleRoom Shared Bathroom Riverville Condo, Old Klang Road (Jalan Gasing, Petaling Utama, Taman Sentosa)",https://my.roomz.asia/818130
Kuala Lumpur,Old Klang Road,890,"【ZERO DEPOSIT, Include Utility, WIFI, Cleaning】MiddleRoom Attached Bathroom Riverville Condo, Old Klang Road",https://my.roomz.asia/826393
Kuala Lumpur,Kampung Dato Keramat ,920,"Only RM920 ! Masterroom attached bathroom @ Platinium Splendor ( Residensi Semarak ), KL City, Bukit Bintang, Jalan Ampang, Jalan Keramat, Titiwangsa, Setapak, Sri Rampai",https://my.roomz.asia/879207
Kuala Lumpur,Pudu,700,Master room for rent at Residensi Pr1ma Jalan Jubilee with private 🛁bathroom,https://my.roomz.asia/881500
